method,geoid,indicator,anchor_year,target_year,horizon,actual,projected,ci90_low,ci90_high,sample_se,forecast_se,abs_pct_err,in_ci
ensemble,15009,B25064_001E,2022,2024,2,1944.00,1745.11,1344.63,2145.59,52.62,179.63,0.102309,1
ensemble,15001,B25077_001E,2015,2017,2,344800.00,327319.89,281441.41,373198.38,8233.96,19793.41,0.050696,1
ensemble,15001,B25077_001E,2016,2018,2,368200.00,335355.36,295806.46,374904.26,7259.58,17090.60,0.089203,1
ensemble,15001,B25077_001E,2017,2019,2,381000.00,358525.50,316799.29,400251.72,8176.54,17696.51,0.058988,1
ensemble,15001,B25077_001E,2019,2021,2,472800.00,404267.82,361009.77,447525.87,8311.61,18394.70,0.144950,0
ensemble,15001,B25077_001E,2021,2023,2,528800.00,497512.37,430389.39,564635.36,11857.90,28962.55,0.059167,1
ensemble,15001,B25077_001E,2022,2024,2,580100.00,587199.12,495976.20,678422.05,17831.84,38657.36,0.012238,1
ensemble,15003,B25077_001E,2015,2017,2,680200.00,659150.12,606750.17,711550.08,3491.12,24210.93,0.030947,1
ensemble,15003,B25077_001E,2016,2018,2,701200.00,697896.32,649612.77,746179.87,4381.48,22129.97,0.004711,1
ensemble,15003,B25077_001E,2017,2019,2,739700.00,723171.16,678374.81,767967.51,4717.38,20452.34,0.022345,1
ensemble,15003,B25077_001E,2019,2021,2,781600.00,787666.95,742060.21,833273.68,6824.45,20249.42,0.007762,1
ensemble,15003,B25077_001E,2021,2023,2,899300.00,829090.69,783536.43,874644.95,7003.45,20200.14,0.078071,0
ensemble,15003,B25077_001E,2022,2024,2,920600.00,921494.11,847020.32,995967.91,5985.14,34277.91,0.000971,1
ensemble,15007,B25077_001E,2015,2017,2,560600.00,497465.24,393829.43,601101.04,11099.02,47161.38,0.112620,1
ensemble,15007,B25077_001E,2016,2018,2,627800.00,563970.85,436931.76,691009.94,18697.26,56552.89,0.101671,1
ensemble,15007,B25077_001E,2017,2019,2,622300.00,585453.08,468278.53,702627.63,17576.16,51925.45,0.059211,1
ensemble,15007,B25077_001E,2019,2021,2,695100.00,664902.37,547942.22,781862.51,10685.28,53563.29,0.043444,1
ensemble,15007,B25077_001E,2021,2023,2,888500.00,726345.54,606775.45,845915.63,13291.99,54239.15,0.182504,0
ensemble,15007,B25077_001E,2022,2024,2,939500.00,893170.61,706163.84,1080177.38,17701.22,85921.33,0.049313,1
ensemble,15009,B25077_001E,2015,2017,2,641500.00,588340.97,400904.39,775777.55,12559.49,87319.84,0.082867,1
ensemble,15009,B25077_001E,2016,2018,2,629500.00,639467.54,467045.11,811889.97,10287.00,79970.92,0.015834,1
ensemble,15009,B25077_001E,2017,2019,2,697900.00,698192.88,532405.69,863980.07,10100.54,76768.62,0.000420,1
ensemble,15009,B25077_001E,2019,2021,2,744400.00,755155.65,578994.93,931316.36,13199.53,81505.83,0.014449,1
ensemble,15009,B25077_001E,2021,2023,2,934500.00,789942.02,615138.66,964745.38,18476.92,79538.46,0.154690,1
ensemble,15009,B25077_001E,2022,2024,2,1061300.00,995868.89,747529.19,1244208.59,17722.01,116852.86,0.061652,1
